City Number,City,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
76.0,Bukama,82.0,1587141550.0,73.0,-9.2,25.85,74.21,2.10278
77.0,Kashgar,40.0,1587141550.0,54.0,39.45,75.98,57.2,35.031420000000004
78.0,Thompson,90.0,1587141424.0,55.0,55.74,-97.86,33.8,18.00785
79.0,Senno,100.0,1587141550.0,91.0,59.53,33.92,32.47,20.311960000000003
80.0,Puerto del Rosario,40.0,1587141550.0,73.0,28.5,-13.86,69.8,18.00785
81.0,Perelyub,79.0,1587141551.0,70.0,51.87,50.37,42.04,26.06105
82.0,Makkah al Mukarramah,0.0,1587141457.0,41.0,21.43,39.83,75.58,1.2527200000000003
83.0,Hanawa,100.0,1587141551.0,69.0,40.18,140.79,39.81,12.661420000000001
84.0,George Town,20.0,1587141551.0,88.0,5.41,100.34,84.2,7.51632
85.0,Lālmohan,39.0,1587141551.0,78.0,22.34,90.74,82.17,35.031420000000004
86.0,Ahipara,88.0,1587141552.0,86.0,-35.17,173.17,65.89,45.79139
87.0,Udachny,2.0,1587141552.0,60.0,66.42,112.4,5.0,15.01027
88.0,Mogzon,100.0,1587141552.0,39.0,51.74,111.96,42.53,5.50302
89.0,Puerto Baquerizo Moreno,41.0,1587141552.0,81.0,-0.9,-89.6,79.14,24.920180000000002
90.0,Kapaa,1.0,1587141552.0,78.0,22.08,-159.32,73.4,28.52175
91.0,Fortuna,90.0,1587141552.0,100.0,40.6,-124.16,50.0,13.019340000000001
92.0,Elko,19.0,1587141416.0,45.0,41.0,-115.5,45.0,6.711
93.0,Sabzawār,97.0,1587141553.0,32.0,36.21,57.68,61.61,25.076770000000003
94.0,Grand Gaube,40.0,1587141553.0,69.0,-20.01,57.66,77.0,33.532630000000005
95.0,Pokhara,62.0,1587141429.0,41.0,28.23,83.98,64.65,7.51632
96.0,Hermanus,67.0,1587141553.0,73.0,-34.42,19.23,63.0,7.00181
97.0,Vanavara,11.0,1587141554.0,92.0,60.34,102.28,20.98,17.157790000000002
98.0,Eitorf,28.0,1587141554.0,35.0,50.77,7.45,73.99,6.711
99.0,Busselton,71.0,1587141554.0,90.0,-33.65,115.33,54.0,18.723689999999998
100.0,Pisco,54.0,1587141554.0,65.0,-13.7,-76.22,77.0,20.51329
101.0,Marquette,30.0,1587141554.0,73.0,46.53,-87.63,34.86,10.111239999999999
102.0,Orlik,80.0,1587141554.0,55.0,52.52,99.83,28.94,13.712810000000001
103.0,Cidreira,60.0,1587141555.0,76.0,-30.18,-50.21,69.13,18.96976
104.0,Sawākin,0.0,1587141555.0,60.0,19.11,37.33,77.14,4.048970000000001
105.0,Kavieng,67.0,1587141555.0,76.0,-2.57,150.8,81.7,18.25392
106.0,Lebu,99.0,1587141555.0,75.0,-37.62,-73.65,65.59,19.4619
107.0,Hambantota,40.0,1587141555.0,94.0,6.12,81.12,82.4,10.513900000000001
108.0,Kaputa,74.0,1587141556.0,64.0,-8.47,29.66,70.68,3.71342
109.0,Ribeira Brava,45.0,1587141556.0,90.0,32.65,-17.07,64.0,8.948
110.0,Vyazemskiy,92.0,1587141556.0,67.0,47.54,134.75,43.23,11.00604
111.0,Torbay,75.0,1587141556.0,44.0,47.67,-52.73,39.99,38.52114
112.0,Severo-Kuril'sk,98.0,1587141556.0,95.0,50.68,156.12,28.9,35.97096
113.0,Curuguaty,99.0,1587141556.0,25.0,-24.47,-55.69,79.32,9.79806
114.0,Shitanjing,100.0,1587141556.0,11.0,39.23,106.34,55.0,2.25937
115.0,Santa Isabel Rio Negro,25.0,1587141557.0,66.0,-0.41,-65.02,88.16,5.65961
116.0,Örnsköldsvik,38.0,1587141557.0,36.0,63.29,18.72,44.6,43.53202
117.0,Kualakapuas,90.0,1587141557.0,94.0,-3.01,114.39,78.8,10.513900000000001
118.0,Si Bun Rueang,100.0,1587141557.0,62.0,16.97,102.28,79.95,14.965530000000001
119.0,Tura,58.0,1587141557.0,82.0,25.52,90.22,70.14,9.462510000000002
120.0,Cabedelo,75.0,1587141325.0,62.0,-6.98,-34.83,87.8,15.50241
121.0,Beaverlodge,90.0,1587141557.0,100.0,55.22,-119.44,39.2,18.00785
122.0,Barrow,90.0,1587141301.0,85.0,71.29,-156.79,10.4,36.03807
123.0,Buraidah,40.0,1587141558.0,33.0,26.33,43.98,86.0,28.52175
124.0,Kaitangata,100.0,1587141558.0,85.0,-46.28,169.85,51.01,46.977000000000004
125.0,Hong Kong,100.0,1587141324.0,86.0,22.29,114.16,71.01,8.948
126.0,Pinega,100.0,1587141558.0,97.0,64.7,43.39,32.4,12.41535
127.0,Brockville,40.0,1587141363.0,44.0,44.58,-75.68,41.0,31.02719
128.0,Mossamedes,11.0,1587141559.0,69.0,-15.2,12.15,73.53,19.37242
129.0,Narsaq,75.0,1587141559.0,86.0,60.92,-46.05,28.4,28.52175
130.0,Hobyo,13.0,1587141559.0,73.0,5.35,48.53,84.96,25.56891
131.0,Upernavik,7.0,1587141559.0,91.0,72.79,-56.15,27.81,4.2503
132.0,Iqaluit,40.0,1587141527.0,60.0,63.75,-68.51,10.4,10.513900000000001
133.0,Melbu,40.0,1587141559.0,55.0,68.5,14.83,39.2,23.018729999999998
134.0,Tiksi,100.0,1587141560.0,86.0,71.69,128.87,-1.97,8.29927
135.0,Āsosa,55.0,1587141560.0,10.0,10.07,34.53,77.76,6.509670000000001
136.0,Eirunepé,52.0,1587141560.0,52.0,-6.66,-69.87,87.66,9.59673
137.0,Kalispell,1.0,1587141560.0,42.0,48.2,-114.31,45.0,25.52417
138.0,Stepnyak,17.0,1587141561.0,46.0,52.83,70.78,50.4,29.215220000000002
139.0,Norman Wells,90.0,1587141552.0,94.0,65.28,-126.83,32.0,38.52114
140.0,Saint-Philippe,25.0,1587141561.0,73.0,-21.36,55.77,77.0,46.5296
141.0,Lermontovka,100.0,1587141561.0,62.0,47.15,134.34,43.79,12.90749
142.0,Tonstad,4.0,1587141561.0,56.0,58.66,6.72,48.0,8.948
143.0,Khatanga,0.0,1587141562.0,90.0,71.97,102.5,7.25,29.215220000000002
144.0,Jacqueville,40.0,1587141562.0,79.0,5.21,-4.41,87.8,28.52175
145.0,Navahrudak,76.0,1587141562.0,69.0,53.6,25.83,36.63,22.325260000000004
146.0,Mandiana,57.0,1587141562.0,20.0,10.63,-8.68,100.47,5.90568
147.0,Sørland,40.0,1587141562.0,55.0,67.67,12.69,39.2,23.018729999999998
148.0,Lubango,56.0,1587141562.0,50.0,-14.92,13.49,62.71,3.31076
149.0,Aklavik,90.0,1587141563.0,79.0,68.22,-135.01,28.4,10.513900000000001
150.0,Saskylakh,8.0,1587141563.0,87.0,71.92,114.08,-2.92,13.60096
151.0,Necochea,7.0,1587141563.0,44.0,-38.55,-58.74,82.0,33.57737
152.0,Gīdolē,99.0,1587141563.0,55.0,5.65,37.37,61.57,1.94619
153.0,Bethel,48.0,1587141436.0,36.0,41.37,-73.41,46.99,8.948
154.0,Port-Gentil,20.0,1587141563.0,78.0,-0.72,8.78,80.6,38.52114
155.0,Ponta Delgada,20.0,1587141564.0,68.0,37.73,-25.67,64.4,23.018729999999998
156.0,Watertown,40.0,1587141564.0,28.0,42.37,-71.18,48.99,33.532630000000005
157.0,Sirte,0.0,1587141564.0,67.0,31.21,16.59,63.54,27.22429
158.0,Dongying,14.0,1587141564.0,57.0,37.46,118.49,54.28,9.015110000000002
159.0,Fort Saint James,81.0,1587141564.0,63.0,54.43,-124.25,46.8,16.17351
160.0,Kieta,96.0,1587141564.0,78.0,-6.22,155.63,78.06,3.8029
161.0,Dunedin,100.0,1587141565.0,96.0,-45.87,170.5,51.01,6.711
162.0,Ilhabela,84.0,1587141565.0,63.0,-23.78,-45.36,73.08,16.66565
163.0,Saint-Pierre,23.0,1587141565.0,73.0,-21.34,55.48,77.0,46.5296
164.0,Marsá Maţrūḩ,40.0,1587141565.0,72.0,31.35,27.25,62.6,20.51329
165.0,Turbat,0.0,1587141565.0,46.0,26.0,63.04,81.41,8.25453
166.0,Manavālakurichi,20.0,1587141565.0,70.0,8.13,77.3,87.8,10.513900000000001
167.0,Moerai,90.0,1587141565.0,73.0,-22.43,-151.33,79.59,22.01208
168.0,Saint Paul Harbor,75.0,1587141566.0,81.0,57.79,-152.41,44.6,12.549570000000001
169.0,Fare,83.0,1587141566.0,65.0,-16.7,-151.02,83.75,13.712810000000001
170.0,Goderich,100.0,1587141566.0,44.0,43.75,-81.72,45.0,24.47278
171.0,Madang,100.0,1587141566.0,83.0,-5.22,145.8,77.81,19.171090000000003
172.0,Bathsheba,40.0,1587141566.0,58.0,13.22,-59.52,87.8,46.5296
173.0,Esmeraldas,40.0,1587141567.0,69.0,-19.76,-44.31,82.4,7.51632
174.0,Shimoda,100.0,1587141567.0,93.0,34.67,138.95,53.01,47.73758
175.0,East London,11.0,1587141567.0,68.0,-33.02,27.91,68.9,19.126350000000002
176.0,Nuevo Progreso,49.0,1587141567.0,78.0,23.17,-97.95,84.0,11.20737
177.0,Esperance,53.0,1587141567.0,82.0,-33.87,121.9,59.0,25.52417
178.0,Chapais,90.0,1587141568.0,53.0,49.78,-74.85,23.0,18.00785
179.0,Cayenne,40.0,1587141519.0,100.0,4.93,-52.33,78.8,10.513900000000001
180.0,Geraldton,98.0,1587141568.0,78.0,-28.77,114.6,71.6,7.51632
181.0,Yar-Sale,100.0,1587141568.0,98.0,66.83,70.83,36.77,43.37543
182.0,Yulara,64.0,1587141568.0,33.0,-25.24,130.99,73.4,15.50241
183.0,Kloulklubed,75.0,1587141568.0,88.0,7.04,134.26,78.8,13.019340000000001
184.0,Yong’an,79.0,1587141569.0,36.0,39.7,113.69,45.57,5.54776
185.0,Port Hardy,75.0,1587141569.0,87.0,50.7,-127.42,46.4,5.010880000000001
186.0,Salym,100.0,1587141569.0,73.0,60.06,71.48,47.75,13.26541
187.0,Nicoya,1.0,1587141569.0,41.0,10.15,-85.45,91.4,31.02719
188.0,Springville,75.0,1587141569.0,51.0,40.17,-111.61,44.01,10.513900000000001
189.0,Airai,45.0,1587141569.0,75.0,-8.93,125.41,62.22,4.004230000000001
190.0,Bilma,0.0,1587141569.0,10.0,18.69,12.92,89.69,19.707970000000003
191.0,Kenai,90.0,1587141570.0,100.0,60.55,-151.26,37.99,10.066500000000001
192.0,São João da Barra,90.0,1587141570.0,78.0,-21.64,-41.05,75.2,31.02719
193.0,Aracati,100.0,1587141570.0,69.0,-4.56,-37.77,84.52,15.055010000000001
194.0,Corning,75.0,1587141388.0,41.0,42.14,-77.05,41.0,10.513900000000001
195.0,Turukhansk,100.0,1587141571.0,93.0,65.82,87.98,35.4,15.56952
196.0,Adré,55.0,1587141571.0,9.0,13.47,22.2,77.99,15.45767
197.0,Kīhei,1.0,1587141296.0,72.0,20.79,-156.47,70.0,10.513900000000001
198.0,Noumea,31.0,1587141571.0,88.0,-22.28,166.46,68.0,5.010880000000001
199.0,Takoradze,96.0,1587141571.0,83.0,4.88,-1.76,82.71,25.926830000000002
200.0,Puerto Escondido,40.0,1587141571.0,84.0,15.85,-97.07,87.8,10.513900000000001
201.0,Murray Bridge,79.0,1587141572.0,86.0,-35.12,139.27,55.99,4.45163
202.0,Inírida,89.0,1587141472.0,55.0,3.87,-67.92,87.75,7.65054
203.0,Lüderitz,0.0,1587141572.0,72.0,-26.65,15.16,64.4,38.52114
204.0,Jagatsinghapur,25.0,1587141572.0,83.0,20.27,86.17,82.4,25.52417
205.0,Lavrentiya,100.0,1587141572.0,97.0,65.58,-171.0,27.88,20.82647
206.0,Chokurdakh,51.0,1587141572.0,90.0,70.63,147.92,-14.39,8.29927
207.0,Broken Hill,0.0,1587141573.0,62.0,-31.95,141.43,51.8,18.65658
208.0,Qaqortoq,75.0,1587141573.0,86.0,60.72,-46.03,28.4,28.52175
209.0,Lac du Bonnet,20.0,1587141573.0,44.0,50.25,-96.06,42.01,17.91837
210.0,Tefé,75.0,1587141573.0,88.0,-3.35,-64.71,82.4,10.513900000000001
211.0,Beringovskiy,100.0,1587141573.0,95.0,63.05,179.32,16.79,42.23456
212.0,Vila,75.0,1587141573.0,82.0,42.03,-8.16,59.0,31.02719
213.0,Carauari,72.0,1587141574.0,80.0,-4.88,-66.9,82.94,10.35731
214.0,Chengde,11.0,1587141574.0,55.0,40.97,117.94,48.02,8.366380000000001
215.0,Phek,31.0,1587141574.0,59.0,25.67,94.5,54.43,4.65296
216.0,Souillac,40.0,1587141574.0,69.0,-20.52,57.52,77.0,33.532630000000005
217.0,Tibati,45.0,1587141574.0,47.0,6.47,12.63,78.8,6.711
218.0,Samarai,98.0,1587141575.0,81.0,-10.62,150.67,79.52,8.25453
219.0,Vilcún,75.0,1587141575.0,49.0,-38.65,-72.23,68.0,15.50241
220.0,Pevek,38.0,1587141575.0,92.0,69.7,170.31,1.51,16.21825
221.0,Phan Thiet,77.0,1587141575.0,84.0,10.93,108.1,78.93,14.40628
222.0,Paseh,98.0,1587141575.0,72.0,-7.1,107.76,69.06,2.66203
223.0,Constitución,60.0,1587141560.0,47.0,-35.33,-72.42,69.26,26.53082
224.0,Kirkby in Ashfield,10.0,1587141575.0,63.0,53.1,-1.24,51.01,15.659
225.0,Adrar,32.0,1587141576.0,17.0,20.5,-10.07,96.51,21.51994
226.0,Muhafazat Lahij,50.0,1587141576.0,57.0,13.17,44.58,80.87,21.96734
227.0,Altay,11.0,1587141576.0,37.0,47.87,88.12,45.01,11.4087
228.0,Bandarbeyla,26.0,1587141576.0,75.0,9.49,50.81,82.27,26.463710000000003
229.0,Kaspiysk,71.0,1587141576.0,81.0,42.88,47.64,48.2,30.02054
230.0,The Valley,20.0,1587141450.0,61.0,18.22,-63.06,86.0,28.52175
231.0,Lompoc,90.0,1587141577.0,87.0,34.64,-120.46,57.0,10.513900000000001
232.0,Nanortalik,100.0,1587141577.0,92.0,60.14,-45.24,29.86,43.129360000000005
233.0,Te Anau,96.0,1587141577.0,79.0,-45.42,167.72,45.43,2.4607
234.0,Rovaniemi,90.0,1587141577.0,90.0,66.5,25.72,33.8,38.52114
235.0,Gurupi,45.0,1587141578.0,66.0,-11.73,-49.07,83.88,13.15356
236.0,Maumere,25.0,1587141578.0,80.0,-8.62,122.21,80.64,5.50302
237.0,Kyaikkami,72.0,1587141578.0,69.0,16.08,97.57,82.15,28.16383
238.0,Evensk,77.0,1587141578.0,86.0,61.95,159.23,10.92,19.126350000000002
239.0,Salinas,90.0,1587141578.0,93.0,36.68,-121.66,55.4,6.711
240.0,Barra,3.0,1587141578.0,56.0,-11.09,-43.14,83.17,10.20072
241.0,San Cristobal,40.0,1587141579.0,62.0,7.77,-72.22,84.2,13.019340000000001
242.0,Kalachinsk,42.0,1587141579.0,58.0,55.05,74.58,51.12,26.41897
243.0,Arrondissement de Dax,100.0,1587141579.0,56.0,43.75,-1.17,73.0,13.019340000000001
244.0,Salinópolis,99.0,1587141579.0,72.0,-0.61,-47.36,82.35,6.554410000000001
245.0,Samaná,40.0,1587141579.0,74.0,19.21,-69.34,82.4,25.52417
246.0,Sisimiut,76.0,1587141579.0,91.0,66.94,-53.67,28.69,33.28656
247.0,Nome,90.0,1587141579.0,100.0,64.5,-165.41,35.01,25.52417
248.0,Thinadhoo,15.0,1587141580.0,68.0,0.53,72.93,85.82,14.56287
249.0,Kirakira,83.0,1587141580.0,79.0,-10.45,161.92,79.52,10.513900000000001
250.0,Los Llanos de Aridane,20.0,1587141580.0,56.0,28.66,-17.92,73.4,18.00785
251.0,Whitianga,99.0,1587141580.0,95.0,-36.83,175.7,63.0,15.659
252.0,Mazagão,75.0,1587141580.0,83.0,-0.12,-51.29,84.2,15.50241
253.0,Kupang,20.0,1587141580.0,100.0,-10.17,123.58,75.2,2.5054400000000006
254.0,Praia da Vitória,40.0,1587141581.0,72.0,38.73,-27.07,64.4,16.62091
255.0,Gainesville,20.0,1587141510.0,60.0,29.65,-82.32,79.0,28.52175
256.0,Nampula,75.0,1587141581.0,74.0,-15.12,39.27,80.6,23.018729999999998
257.0,Almaznyy,92.0,1587141581.0,66.0,48.04,40.05,53.6,55.05257
258.0,Thanh Hoa,96.0,1587141582.0,95.0,19.8,105.77,73.98,12.460090000000001
259.0,Xinzhou,100.0,1587141582.0,30.0,38.41,112.73,53.46,1.49879
260.0,Bandar-e Lengeh,8.0,1587141582.0,83.0,26.56,54.88,75.2,25.52417
261.0,Urdoma,100.0,1587141582.0,92.0,61.75,48.54,35.26,13.35489
262.0,Mount Gambier,90.0,1587141582.0,93.0,-37.83,140.77,51.8,18.00785
263.0,Peleduy,92.0,1587141583.0,89.0,59.63,112.74,19.17,27.82828
264.0,Libreville,20.0,1587141583.0,74.0,0.39,9.45,82.4,15.50241
265.0,Djibouti,40.0,1587141583.0,79.0,11.5,42.5,86.0,15.50241
266.0,Vardø,75.0,1587141523.0,93.0,70.37,31.11,35.6,36.03807
267.0,Ndioum,40.0,1587141583.0,15.0,16.51,-14.65,102.2,10.513900000000001
268.0,Oktyabr'skiy,85.0,1587141583.0,79.0,54.48,53.47,39.2,21.11728
269.0,Lahaina,1.0,1587141584.0,72.0,20.88,-156.68,70.0,10.513900000000001
270.0,Niquero,9.0,1587141584.0,54.0,20.04,-77.58,89.04,19.86456
271.0,Sitka,90.0,1587141584.0,100.0,57.05,-135.33,42.8,7.51632
272.0,Bitkine,0.0,1587141584.0,9.0,11.98,18.21,87.19,13.8694
273.0,Jaciara,90.0,1587141584.0,69.0,-15.97,-54.97,79.23,13.26541
274.0,Christchurch,100.0,1587141584.0,93.0,-43.53,172.63,53.6,28.52175
275.0,Vila Velha,75.0,1587141547.0,74.0,-20.33,-40.29,82.0,33.532630000000005
276.0,Luang Prabang,72.0,1587141585.0,64.0,19.89,102.13,72.59,2.95284
277.0,Santa Cruz de la Sierra,6.0,1587141585.0,28.0,-17.8,-63.17,84.2,33.532630000000005
278.0,Nelson Bay,88.0,1587141585.0,59.0,-32.72,152.15,60.8,33.532630000000005
279.0,Laas,40.0,1587141585.0,43.0,46.62,10.7,55.4,7.51632
280.0,Kholodnyy,100.0,1587141585.0,79.0,62.72,147.95,-5.22,10.71523
281.0,Varhaug,0.0,1587141586.0,45.0,58.61,5.65,48.2,15.50241
282.0,Samandağ,20.0,1587141586.0,44.0,36.08,35.98,77.0,7.51632
283.0,Laguna,90.0,1587141586.0,82.0,38.42,-121.42,60.01,15.50241
284.0,Tsaratanana,25.0,1587141586.0,59.0,-16.78,47.65,71.47,20.96069
285.0,Saddiqabad,30.0,1587141586.0,38.0,28.31,70.13,81.23,38.38692
286.0,Oriximiná,83.0,1587141587.0,64.0,-1.77,-55.87,85.66,6.75574
287.0,Lajedo,51.0,1587141587.0,43.0,-8.66,-36.32,84.43,24.62937
288.0,Merauke,85.0,1587141587.0,90.0,-8.47,140.33,77.31,17.11305
289.0,Santa Lucía,75.0,1587141587.0,64.0,27.91,-15.54,69.8,10.513900000000001
290.0,Swan Hill,0.0,1587141587.0,77.0,-35.34,143.55,51.33,10.961300000000001
291.0,Nikolskoye,90.0,1587141587.0,74.0,59.7,30.79,39.0,35.031420000000004
292.0,Balestrand,28.0,1587141588.0,38.0,61.21,6.53,41.0,23.018729999999998
293.0,Cabo San Lucas,5.0,1587141588.0,53.0,22.89,-109.91,77.0,10.513900000000001
294.0,Saint George,20.0,1587141480.0,30.0,37.1,-113.58,60.01,13.019340000000001
295.0,Río Gallegos,0.0,1587141460.0,47.0,-51.62,-69.22,59.0,49.03504000000001
296.0,Ust'-Ilimsk,100.0,1587141588.0,89.0,58.0,102.66,29.98,19.4619
297.0,Kumluca,0.0,1587141588.0,57.0,36.37,30.29,64.81,13.95888
298.0,North Myrtle Beach,1.0,1587141419.0,42.0,33.82,-78.68,71.01,15.50241
299.0,St. George's,20.0,1587141589.0,66.0,12.06,-61.75,86.0,31.02719
300.0,Wagar,0.0,1587141589.0,11.0,16.15,36.2,83.05,17.6723
301.0,Talnakh,98.0,1587141589.0,79.0,69.49,88.4,26.6,55.05257
302.0,São Filipe,22.0,1587141589.0,77.0,14.9,-24.5,70.27,58.69888
303.0,Buncrana,20.0,1587141589.0,51.0,55.13,-7.45,62.6,33.532630000000005
304.0,Cockburn Town,1.0,1587141590.0,73.0,21.46,-71.14,79.12,35.63541
305.0,Praia,20.0,1587141590.0,47.0,14.92,-23.51,80.6,46.5296
306.0,Port Alfred,28.0,1587141590.0,88.0,-33.59,26.89,64.0,14.11547
307.0,Vila Franca do Campo,20.0,1587141590.0,68.0,37.72,-25.43,64.4,23.018729999999998
308.0,Sinnamary,44.0,1587141590.0,78.0,5.38,-52.95,82.15,26.978220000000004
309.0,Leshukonskoye,100.0,1587141590.0,95.0,64.9,45.76,33.31,12.70616
310.0,La Ronge,75.0,1587141591.0,52.0,55.1,-105.28,42.8,28.52175
311.0,São Félix do Xingu,95.0,1587141591.0,88.0,-6.64,-51.99,76.24,15.12212
312.0,Satun,75.0,1587141591.0,94.0,6.83,100.0,80.6,4.56348
313.0,Belém de São Francisco,64.0,1587141591.0,50.0,-8.75,-38.97,87.37,23.17532
